PROD_EST,COBERTURA,ANIO,Estado,Industria,VAL_USD,ESTATUS_CIFRA,ESTATUS
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Subsectores no especificados,72591,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Industria alimentaria,538302,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Industria de las bebidas y del tabaco,31079,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Fabricación de insumos textiles y acabado de textiles,122863,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,"Fabricación de productos textiles, excepto prendas de vestir",36571,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Fabricación de prendas de vestir,169365,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",4077,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Industria del papel,106380,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Impresión e industrias conexas,4943,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Fabricación de productos derivados del petróleo y del carbón,2264,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Industria química,1029727,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Industria del plástico y del hule,439281,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Fabricación de productos a base de minerales no metálicos,157565,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Industrias metálicas básicas,435988,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Fabricación de productos metálicos,385010,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Fabricación de maquinaria y equipo,279968,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",257440,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",360523,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Fabricación de equipo de transporte,3942245,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,"Fabricación de muebles, colchones y persianas",43031,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,México,Otras industrias manufactureras,223923,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Michoacán de Ocampo,Subsectores no especificados,28264,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Michoacán de Ocampo,Industria alimentaria,108819,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Michoacán de Ocampo,"Fabricación de productos textiles, excepto prendas de vestir",90,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Michoacán de Ocampo,Industria del papel,17873,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Michoacán de Ocampo,Industria química,24256,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Michoacán de Ocampo,Industria del plástico y del hule,61820,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Michoacán de Ocampo,Fabricación de productos a base de minerales no metálicos,953,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Michoacán de Ocampo,Industrias metálicas básicas,115216,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Subsectores no especificados,9815,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Industria alimentaria,13209,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Fabricación de insumos textiles y acabado de textiles,39634,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,"Fabricación de productos textiles, excepto prendas de vestir",211,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Fabricación de prendas de vestir,29563,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Industria del papel,3314,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Industria química,132197,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Industria del plástico y del hule,70985,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Fabricación de productos a base de minerales no metálicos,53810,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Fabricación de productos metálicos,7489,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Fabricación de maquinaria y equipo,9423,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",145473,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Fabricación de equipo de transporte,1521198,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Morelos,Otras industrias manufactureras,8602,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nayarit,Subsectores no especificados,15060,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nayarit,Industria de las bebidas y del tabaco,22054,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Subsectores no especificados,0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",16378,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Industria alimentaria,244664,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Industria de las bebidas y del tabaco,333740,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Fabricación de insumos textiles y acabado de textiles,13770,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,"Fabricación de productos textiles, excepto prendas de vestir",74718,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Fabricación de prendas de vestir,38560,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",26925,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Industria de la madera,19548,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Industria del papel,104709,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Impresión e industrias conexas,263,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Fabricación de productos derivados del petróleo y del carbón,373452,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Industria química,479168,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Industria del plástico y del hule,506252,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Fabricación de productos a base de minerales no metálicos,679798,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Industrias metálicas básicas,1319474,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Fabricación de productos metálicos,765856,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Fabricación de maquinaria y equipo,1971948,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",4305324,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",4159722,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Fabricación de equipo de transporte,3884510,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,"Fabricación de muebles, colchones y persianas",50277,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Nuevo León,Otras industrias manufactureras,434421,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Oaxaca,Subsectores no especificados,605667,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Oaxaca,Industria alimentaria,17528,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Oaxaca,Fabricación de productos a base de minerales no metálicos,92,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Oaxaca,Otras industrias manufactureras,34,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Subsectores no especificados,1014,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Industria alimentaria,149941,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Industria de las bebidas y del tabaco,8754,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Fabricación de insumos textiles y acabado de textiles,33821,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,"Fabricación de productos textiles, excepto prendas de vestir",17640,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Fabricación de prendas de vestir,379403,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Industria del papel,47979,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Industria química,93564,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Industria del plástico y del hule,61625,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Fabricación de productos a base de minerales no metálicos,12308,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Industrias metálicas básicas,42606,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Fabricación de productos metálicos,104259,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Fabricación de maquinaria y equipo,52249,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Fabricación de equipo de transporte,6739926,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,"Fabricación de muebles, colchones y persianas",17215,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Puebla,Otras industrias manufactureras,19011,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Querétaro,Subsectores no especificados,25325,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Querétaro,Industria alimentaria,73713,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Querétaro,Industria de las bebidas y del tabaco,11570,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Querétaro,Fabricación de insumos textiles y acabado de textiles,22075,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Querétaro,Fabricación de prendas de vestir,97280,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2007,Querétaro,Industria del papel,84151,Disponible,Cifras Revisadas.
